BEDFORD NURSERY,CGayle@HoulihanLawrence.com,ALMA STUZMAN,518-497-6075,"815 TROUT RIVER ROAD, BURKE, NY 12917"
BEDFORD NURSERY,atyourservice@houlihanlawrence.com,CHESTER FLOWER SHOP INC,315-797-2360,"1117 YORK STREET, UTICA, NY 13502"
CHESTER FLOWER SHOP INC,,RAINY DAY GREENHOUSE & NURSERY,845-656-1942,"113 STATION ROAD, CAMPBELL HALL, NY 10916"
SHAKER CREEK FARM LLC,,BEDFORD NURSERY,914-234-7083,"235 GREENWICH ROAD #1, BEDFORD, NY 10506"
GREEN HILL FARM,jackie.ghf@gmail.com,ADIRONDACK TREE COVELS TREE FARM & NURSERY,518-643-8723,"842 MANNIX, PERU, NY 12972"
GREEN HILL FARM,mdpoultryswap@gmail.com,THE FARM AT  MILLERS CROSSING,518-851-2331,"81 ROXBURY ROAD, HUDSON, NY 12534"
THE FARM AT  MILLERS CROSSING,info@justfood.org,DIANE'S GREENHOUSE,607-371-3295,"1421 MOON HILL ROAD, DUNDEE, NY 14837"
DIANE'S GREENHOUSE,,GREEN HILL FARM,,"236 ARGERSINGER RD, FULTONVILLE, NY 12072"
MARCUS FARMS INC,NYAARP@aarp.org,GOZO NF NURSERIES INC,718-743-1407,"2612 COYLE STREET, BROOKLYN, NY 11235"
EMMAS GARDEN GROWERS INC,,EMMAS GARDEN GROWERS INC,631-692-7627,"7645 ALVAHS LANE, CUTCHOGUE, NY 11935"
TRANKA JOSEPH & SON FLORIST,,MARCUS FARMS INC,," WILLEY ROAD, DANSVILLE, NY 14437"
ALMA STUZMAN,,DAVID S ESH,315-694-1400,"2081 YERKES RD, ROMULUS, NY 14541"
GOZO NF NURSERIES INC,,"CUTTING GARDEN THE, LLC",845-295-0207,"4055 STATE ROUTE 52, YOUNGSVILLE, NY 12791"
WESTERN NEW YORK HOSTA SOCIETY,,NYS ARC INC MONTGOMERY COUNTY CHAPTER -GROW,518-954-2039,"2805 STATE HIGHWAY 67, JOHNSTOWN, NY 12095"
PEACE OF THE PIE LLC,,DELEA LEASING CORP  DBA DELEA SOD FARMS,631-368-8022," OREGON AND DEPOT ROAD, CUTCHOGUE, NY 11935"
INVINCIBLE SUMMER FARMS,steph@invinciblesummerfarms.com,SENECA LANDSCAPE,,"2110 GANO ROAD, MONTOUR FALLS, NY 14865"
NYS ARC INC MONTGOMERY COUNTY CHAPTER -GROW,,INVINCIBLE SUMMER FARMS,631-512-8270,"1475 WESTPHALIA RD, MATTITUCK, NY 11952"
SENECA LANDSCAPE,info@precisiongvl.com,WESTERN NEW YORK HOSTA SOCIETY,716-941-6167,"8655 FALLS ROAD, WEST FALLS, NY 14170"
DELEA LEASING CORP  DBA DELEA SOD FARMS,tips@cnn.com,KREHER ENTERPRISES LLC,716-648-4673,"7189 GOWANDA STATE RD, EDEN, NY 14057"
MURCOTT RICHARD,,KEIL NORMAN NURSERY,631-584-6330,"4735 WESTPHALIA AVENUE, MATTITUCK, NY 11952"
"CUTTING GARDEN THE, LLC",,PEACE OF THE PIE LLC,,"3380 ROUTE 39, COLLINS, NY 14034"
KREHER ENTERPRISES LLC,DIPA@labor.ny.gov,THE GREENERY,585-457-3022,"5579 MICHIGAN ROAD, ARCADE, NY 14009"
SOLON GARDENS,vegman@twcny.rr.com,MURCOTT RICHARD,516-922-7748,"18 LINDEN LN, EAST NORWICH, NY 11732"
SOLON GARDENS,shipwreckamusementsinfo@yahoo.com,SUNSET VIEW PRODUCE FARM,,"9657 N STEUBEN RD, REMSEN, NY 13438"
SOLON GARDENS,dowdgallery@cortland.edu,SOLON GARDENS,607-836-8972,"3673 STATE ROUTE 41, CINCINNATUS(SOLON), NY 13040"
SOLON GARDENS,christinearmstrong824@gmail.com,NORTHLAND GARDENS INC,518-798-4277,"423 WEST MOUNTAIN ROAD, QUEENSBURY, NY 12804"
SOLON GARDENS,info@gridleyhollow.com,BONNIE PLANTS INC,,"2290 ALBANY POST ROAD, WALDEN, NY 12586"
SOLON GARDENS,info@nex-genfarm.com,CLEATUS FARMS INC,," OHARE ROAD, MIDDLETOWN, NY 10941"
SOLON GARDENS,tim@owegostreetmakery.com,ASCAPE LANDSCAPE & CONST. CORP,845-353-6500,"1047 ROUTE 45, POMONA, NY 10970"
SOLON GARDENS,hopelake@greekpeakmtnresort.com,HARPUR HILL FRUIT FARM LLC,607-693-1059,"1218 E. WINDSOR RD, NINEVEH, NY 13813"
SOLON GARDENS,admin@cortlandartsconnect.org,MCR FARMS,716-549-1038,"11086 BRANT RESER RD, BRANT, NY 14027"
SOLON GARDENS,info@mainstreetmusicseries.com,SHIRLEY S MARTIN,315-7191633,"711 CTY RD 6, PHELPS, NY 14532"
SOLON GARDENS,thecrowesneststore@gmail.com,MARTIN DANIEL & RUTH,585-526-7056,"1680 TOOMEY ROAD, BELLONA, NY 14415"
SOLON GARDENS,theglenhavenhotel@gmail.com,DAN HERSHBERGER,,"23 FRAZER RD, PULASKI, NY 13142"
SOLON GARDENS,maplehillgcny@gmail.com,RENAISSANCE FLORAL GALLERY,607-349-2049,"199 MAIN STREET, BINGHAMTON, NY 13905"
SOLON GARDENS,cherryknollfarmp@peoplepc.com,CHUCK HAFNER FARM,315-458-2231,"7265 BUCKLEY ROAD, NORTH SYRACUSE, NY 13212"
SOLON GARDENS,arnoldsflorist@yahoo.com,ECHO ORCHARD LLC,802-578-0731,"8151 COUNTY HIGHWAY 26, HAMDEN, NY 13782"
SOLON GARDENS,shawandboehlerflorist@yahoo.com,ADRIENNE J. PLOSS DBA HICKORY HURST FARM,716-789-9427,"4083 WEST LAKE ROAD, MAYVILLE, NY 14757"
SOLON GARDENS,info@oldehomerhouse.com,DRAKES GREENHOUSE,315-578-2359,"417 STATE HIGHWAY 184, HEUVELTON, NY 13654"
SOLON GARDENS,lockwood4072@yahoo.com,CHOINIERE FARMS & EQUIPMENT,518-521-3496,"2712 ROUTE 11B, NORTH BANGOR, NY 12966"
SOLON GARDENS,robby@brixpubaria.com,COUNTY LINE TREE FARM,607-3164904," ROUTE 12 NORTH, SHERBURNE, NY 13460"
SOLON GARDENS,ymca@cortlandymca.org,GRACE'S GREEN THUMB,315-777-0765,"9846 STATE RT 812, CROGHAN, NY 13327"
SOLON GARDENS,info@homerhopsbrewing.com,ROCKIN HOPS LLC,518-899-4288,"45 CARY ROAD, MECHANICVILLE, NY 12118"
SOLON GARDENS,rootnyelk@aol.com,D&E PRODUCE,607-869-5691,"5839 ROUTE 96, ROMULUS, NY 14541"
SOLON GARDENS,reservations@greekpeakmtnresort.com,HERITAGE FARM & GARDEN INC,516-922-1026,"6050 NORTHERN BLVD, EAST NORWICH, NY 11732"
SOLON GARDENS,exodusapiary@gmail.com,POWERS COUNTRY GARDENS,631-886-1407,"886 ROUTE 25A, MILLER PLACE, NY 11764"
SOLON GARDENS,contact@cortlandmusicpark.org,SHADOW BROOKE VIEW GREENHOUSE,607-264-3395,"5573 ROUTE 20, EAST SPRINGFIELD, NY 13333"
SOLON GARDENS,phaskell1@aol.com,SCHLABACH'S NURSERY,585-798-6198,"10772 MILL ROAD, LYNDONVILLE, NY 14098"
SOLON GARDENS,visitnightowls@yahoo.com,RURAL & MIGRANT MINISTRY INC,908-875-7303,"1725 BRENTWOOD RD, BRENTWOOD, NY 11717"
SOLON GARDENS,ArtisanElementsInfo@gmail.com,ROSEDALE NURSERIES INC,845-255-8874,"542 SAND HILL ROAD, GARDINER, NY 12525"
SOLON GARDENS,Cincyheritage@gmail.com,YODERS GREENHOUSE,,"1210 STATE ROAD 248A, WHITESVILLE, NY 14897"
SOLON GARDENS,info@cortlandrep.org,R J SCHICKLER NURSERY,585-746-3393,"820 CHILI SCOTTSVILLE RD, SCOTTSVILLE, NY 14546"
SOLON GARDENS,porchfestcortland@gmail.com,WINDY RIDGE ACRES,315-376-0128,"9085 RIDGE ROAD, CASTORLAND, NY 13620"
SOLON GARDENS,footiesfreez@hotmail.com,HIDDEN SPRINGS TREE FARM LLC,,"3497 COUNTY ROUTE 61, ANDOVER, NY 14806"
SOLON GARDENS,sales@homermensandboys.com,HAFF ACRES FARM LLC,716-753-2467,"5065 WEST LAKE ROAD, MAYVILLE, NY 14757"
SOLON GARDENS,foodandferments@gmail.com,ACOCELLA LANDSCAPINGLTD,914-723-2700,"68 GAYLOR ROAD, SCARSDALE, NY 10583"
SOLON GARDENS,info@brockwaytrucks.org,DUTCHESS COUNTY CCE,845-677-8223,"2715 ROUTE 44, MILLBROOK, NY 12545"
SOLON GARDENS,valleyviewgardens1cny@yahoo.com,ELMERS ACRES,716-260-0006,"8849 EAST EDEN RD, EDEN, NY 14057"
SOLON GARDENS,cferro2598@aol.com,ENGELS ACRES,518-874-1350,"445 BRUNSWICK RD, TROY, NY 12180"
SOLON GARDENS,logo@bernards.biz,MICHAEL BESHON,518-536-6305,"168 JERSEY SWAMP ROAD, PLATTSBURGH, NY 12901"
SOLON GARDENS,Catering@greekpeakmtnresort.com,W&K SPLIT RAIL NURSERY & TREE FARM,845-795-5643,"346 MAHONEY ROAD, MILTON, NY 12547"
SOLON GARDENS,queensubs.cortland@gmail.com,DAVIS NURSERY LLC,607-965-8223,"172 EAST WALT DAVIS ROAD, EDMESTON, NY 13335"
SOLON GARDENS,dlmackenzie66@yahoo.com,LEAF ME BE,585-746-9515,"8095 STATE ROUTE 90, PORT BYRON, NY 13140"
SOLON GARDENS,svcomics@theheroesandvillainsstore.com,ROBINSONS FLORIST & GIFTS,315-245-2140,"3020 MCCONNELLSVILLE, BLOSSVALE, NY 13308"
SOLON GARDENS,fruitandveggiepeople@yahoo.com,GROUNDWORKS LANDSCAPING INC,631-324-7373,"530 MONTAUK HWY, EAST HAMPTON, NY 11937"
SOLON GARDENS,willowlanefarmhouse@yahoo.com,NOON CONSULTING,870-321-2705,"17 MIDDLE COUNTRY ROAD, MIDDLE ISLAND, NY 11953"
SOLON GARDENS,holidayinhomer@yahoo.com,OAK HILL GREENHOUSE,,"585 OAK HILL ROAD, FREWSBURG, NY 14738"
SOLON GARDENS,cnymaplefest@yahoo.com,BOICES FARM,845-246-7426,"600 KINGS HIGHWAY, SAUGERTIES, NY 12477"
SOLON GARDENS,heugasalpinerestaurantandbar@gmail.com,ZIMMERMANS HOMEGROWN PRODUCE,315-536-7182,"936 LOVEJOY ROAD, PENN YAN, NY 14527"
SOLON GARDENS,info@trinityvalleydairy.com,GREEN FROG CONSULTING LLC,719-427-9882,"4795 US-219, GREAT VALLEY, NY 14741"
SOLON GARDENS,littletreatshop@yahoo.com,WEAVER'S FARM MARKET,585-554-6569,"4100 POWELL ROAD, CANANDAIGUA, NY 14424"
SOLON GARDENS,cnylivinghistory@gmail.com,BERLE FARM,518-686-3249,"319 BEECHWOOD RD, HOOSICK, NY 12089"
SOLON GARDENS,Info@MangiaStattizitto.com,WATAUGA FALLS MARKET,607-746-3589,"45793 STATE HIGHWAY 10, DELHI, NY 13753"
SOLON GARDENS,Cindy@CNYLivingHistory.org,MARTIN GILBERT GREENHOUSE,716-625-9554,"6428 BEAR RIDGE ROAD, LOCKPORT, NY 14094"
SOLON GARDENS,info@experiencecortland.com,MARBRI NURSERY LLC,,"985 UNION AVE, AQUEBOGUE, NY 11931"
SOLON GARDENS,Theprandium@outlook.com,WENGERD NOAH,,"11723 RESERVOIR ROAD, WAYLAND, NY 14572"
SOLON GARDENS,nybagelcortland@gmail.com,DAISY GARDEN CORP,631-363-2708,"18 PARK AVENUE, BLUE POINT, NY 11715"
SOLON GARDENS,arts@center4art.org,TAIDA ORCHIDS NY INC,845-744-3988,"156 DUBOIS STREET, PINE BUSH, NY 12566"
SOLON GARDENS,contact@paddyspubcortland.com,BROCKHAMMER FARM,315-250-8147,"290 FRYE ROAD, FORT COVINGTON, NY 12937"
SOLON GARDENS,info@cortlandhistory.org,5 CORNERS GREENHOUSE,315-783-5600,"27516 FIVE CORNERS ROAD, CALCIUM, NY 13616"
SOLON GARDENS,hallshill@yahoo.com,VERDERBER LANDSCAPE NURSERY INC.,631-722-4388," PECONIC BAY BLVD, JAMESPORT, NY 11947"
SOLON GARDENS,cooperhillmaple@gmail.com,ROSEDALE NURSERIES INC,914-769-1300,"51 SAW MILL RIVER RD RT 9A, HAWTHORNE, NY 10532"
SOLON GARDENS,greatcortlandpumpkinfest@gmail.com,ADK GROWERS LLC,315-328-4482,"2825 STATE HWY 11B, HOPKINTON, NY 12965"
SOLON GARDENS,udmaconi@hotmail.com,DREAMING GREEN NURSERY,585-443-0958,"27 FRUIT STREET, PERRY, NY 14530"
SOLON GARDENS,missiburt@yahoo.com,PETAL CREEK FARM LLC,253-376-8391,"639 SPRING LAKE ROAD, RED HOOK, NY 12571"
SOLON GARDENS,info@1890house.org,J&E GREENHOUSE,,"6154 ROUTE 305, BLACK CREEK, NY 14714"
SOLON GARDENS,marketing@littleyorkplantation.com,JIM STAKEY GREENHOUSES LLC,631-722-4435,"310 WEST LANE, AQUEBOGUE, NY 11931"
SOLON GARDENS,bevandcompany@yahoo.com,LAUREL GROVE GREENHOUSE LLC,914-856-2713,"16 HIGH STREET, PORT JERVIS, NY 12771"
SOLON GARDENS,designzbyheather@gmail.com,ALAN FRANKES NURSERY,315-926-5128,"4169 HALL CENTER RD/UPPER SPITTAL, WALWORTH, NY 14568"
SOLON GARDENS,reakescountrygoods@gmail.com,MARK MOSKOWITZ LANDSCAPE DESIGN,631-329-5971,"1471 SCUTTLEHOLE ROAD, BRIDGEHAMPTON, NY 11932"
SOLON GARDENS,duffsdairytreats@gmail.com,CHARIS MEADOW FARM,607-207-7880,"223 FRANZEN RD, RICHMONDVILLE, NY 12149"
SOLON GARDENS,info@center4art.org,PINE ROSE FARM LLC,607-351-0200,"5186 PINE RIDGE ROAD, TRUMANSBURG, NY 14886"
SOLON GARDENS,LindaGlover@ShakinTree.com,LAKESIDE SOD SUPPLY CO IN,716-741-2877,"6660 GOODRICH ROAD, CLARENCE CENTER, NY 14032"
SOLON GARDENS,sales@Hathawayhousecny.com,GUPTILLS GREENHOUSE,518-4215750,"173 STATE ROUTE 144, HANNACROIX, NY 12087"
SOLON GARDENS,hez76@live.com,FINKS COUNTRY FARM INC,631-886-2272,"6242 MIDDLE COUNTRY RD, MANORVILLE, NY 11949"
SOLON GARDENS,magpiecortland@gmail.com,JJ'S FLOWERS,315-465-4152,"4499 ROUTE 11, PIERREPONT MANOR, NY 13674"
SOLON GARDENS,kat13@frontiernet.net,DOUBLE A VINEYARDS INC,716-672-8493," DENNISON & KING RDS, IRVING, NY 14081"
SOLON GARDENS,Sbecker281@yahoo.com,MANDY SPRING FARM NURSERY INC,518-642-3676,"1637 COUNTY ROUTE 28, GRANVILLE, NY 12832"
SOLON GARDENS,hilanes@yahoo.com,HICKORY HOLLOW LANDSCAPERS LTD,845-354-8946,"713 ROUTE 17S, TUXEDO, NY 10987"
SOLON GARDENS,timtamwb@yahoo.com,ORNAMENTAL PLANTINGS GREENHOUSE,631-765-2410," ROUTE 48, SOUTHOLD, NY 11971"
SOLON GARDENS,contact@cortland-rural-cemetery.com,HEAVEN SENT FARM,315-789-8138,"100 BOSTWICK RD, PHELPS, NY 14532"
SOLON GARDENS,elmtreegolf@yahoo.com,CANAAN GENERALSTORE LLC,518-781-7900,"13361 ROUTE 22, CANAAN, NY 12029"
SOLON GARDENS,Kthayer@greekpeakmtnresort.com,PEAT & SON CORPORATION,,"301 REEVES AVE, RIVERHEAD, NY 11901"
SOLON GARDENS,info@strambafarmalpacas.com,GARDENIA DESIGNS LANDSCAPING INC,315-794-2305,"10703 MILLER RD, UTICA, NY 13502"
SOLON GARDENS,cortlandflowershop@yahoo.com,"ZINO NURSERIES AND LANDSCAPING, INC",518-325-3658," NORTH MOUNTAIN RD - FARM C, COPAKE FALLS, NY 12517"
SOLON GARDENS,pizzacreator@yahoo.com,ZUKE ACRES LLC,607-206-8200,"371 HUNT HILL ROAD, PORT CRANE, NY 13833"
SOLON GARDENS,hollenbeckscidermill@gmail.com,EWECASTLE,518-842-3556,"375 LANGLEY ROAD, AMSTERDAM, NY 12010"
SOLON GARDENS,snowdusters@gmail.com,CHEAP SAMS PLANT BARGAINS LLC,203-686-0252,"148 MORRIS AVE NORTH, HOLTSVILLE, NY 11742"
SOLON GARDENS,greenarch1933@gmail.com,COUNTRY FLOWERS GIFTS & GOODIES INC,845-647-5256,"2 RIVER ST, NAPANOCH, NY 12458"
SOLON GARDENS,kccgolfcourse@gmail.com,YOUNG HICKORY FLOWER FARM INC,607-525-6564,"2819 COUNTY ROUTE 117, TROUPSBURG, NY 14885"
SOLON GARDENS,lfmcortland@gmail.com,SCENIC HILL GREENHOUSE,518-483-2570,"272 MONTGOMERY RD, BURKE, NY 12917"
SOLON GARDENS,info@blackbirdfilmfest.com,WAYSIDE FARMS,315-594-2000,"12624 RIDGE ROAD, WOLCOTT, NY 14590"
SOLON GARDENS,tanya.maggs@cortland.edu,LOCAL ROOTS FARM,716-870-6584,"5328 W LAKE RD, BURT, NY 14028"
SOLON GARDENS,dmin@cortlandartsconnect.org,STONE BROTHERS,315-655-3213,"3652 MILESTRIP ROAD, CANASTOTA, NY 13032"
SOLON GARDENS,crsc@cortlandsports.org,BOBS TREES,518-627-4260," LAKE ROAD, HAGAMAN, NY 12086"
SOLON GARDENS,dougstogo@gmail.com,PACHAMAMA MARKET GARDEN LLC,347-749-0560,"1565 GRAND CONCOURSE 1A, BRONX, NY 10452"
SOLON GARDENS,wpmanager@greekpeak.net,FLOWERING MDOW NRS INC,518-946-7828,"269 GLEN ROAD, JAY, NY 12941"
SOLON GARDENS,amanda.barber@cortlandswcd.org,BACK YARD GREENHOUSE,,"5666 FLAT IRON RD, CONEWANGO VALLEY, NY 14726"
SOLON GARDENS,marathon1890unionfair@gmail.com,LA CORTES FARMSTAND,516-315-0821,"339 MONTAUK HIGHWAY, MORICHES, NY 11955"
SOLON GARDENS,julie.randall@cortland.edu,TNT GREENHOUSES,315-695-5610,"21 WHITEWOOD TRACT, PHOENIX, NY 13135"
SOLON GARDENS,shop@cinchartspace.com,CHAMBERLAIN ACRES,607-259-7907,"824 BROADWAY, ELMIRA, NY 14904"
SOLON GARDENS,mbernardo@pga.com,JC & PC CORP DBA CERES FARM,516-974-8630,"24 EAST STREET, SOUTH SALEM, NY 10590"
SOLON GARDENS,ensignmaple@gmail.com,ZIMMERMAN CHRISTIAN,607-243-8282,"5009 BIGELOW HILL ROAD, DUNDEE, NY 14837"
SOLON GARDENS,kthayer@greekpeakmtnresort.com,RICHARD VANDERWALKER,716-772-2450,"4323 ROYALTON CENTER ROAD, GASPORT, NY 14067"
SOLON GARDENS,vibesbyHannah@yahoo.com,CHEEVER COUNTRY GARDENS,518-546-7935,"4644 NYS RT 9N, PORT HENRY, NY 12974"
SOLON GARDENS,LittleYorkFiberFestival@hotmail.com,SMIL'N BLOOM,716-761-2111,"8108 BAILEY HILL RD, SHERMAN, NY 14781"
SOLON GARDENS,communications@jmmcomplex.com,GOSSETT BROTHERS NURSERY,914-763-3001,"1202 ROUTE 35, SOUTH SALEM, NY 10590"
SOLON GARDENS,route66band@citlink.net,BITTERSWEET FARM,315-344-0443,"1249 STATE HIGHWAY 184, HEUVELTON, NY 13654"
SOLON GARDENS,vince@dragonfyredistillery.com,WHITMORE NURSERIES INC,631-267-3756," HORTON AVE, RIVERHEAD, NY 11901"
SOLON GARDENS,fbmedia@greekpeakmtnresort.com,PARMELEE FARMS INC PULLYS FARM MKT,585-768-2280,"-8165 PARMELEE, LEROY, NY 14482"
SOLON GARDENS,w2ojenae@outlook.com,MONUMENT MOUNTAIN FARMS LLC,607-743-2166,"144 THOMPSON ROAD, WINDSOR, NY 13865"
SOLON GARDENS,7valleymotel@mail.com,SARATOGA SOD FARM INC,518-664-5038,"4064 RIVER ROAD, SCHAGHTICOKE, NY 12154"
SOLON GARDENS,yorihouse@outlook.com,MILL POND EVERGREEN NURSERY,315-532-2665,"8295 STATE ROUTE 104A, RED CREEK, NY 13143"
SOLON GARDENS,frosteddelight@yahoo.com,MORRIS HEMP,716-392-7513,"2310 BOWEN RD., ELMA, NY 14059"
SOLON GARDENS,alison@cnyhospitality.com,WILLY NILLY GARDENING LLC,518-524-6804,"167 RIVER STREET, SARANAC LAKE, NY 12983"
SOLON GARDENS,countryhillscampground@yahoo.com,ERIE WAY TREE FARM,585-638-7017,"4770 S HOLLEY RD, HOLLEY, NY 14470"
SOLON GARDENS,wensleydalecottage@gmail.com,VANBUREN ENTERPRISES,716-913-5957,"6865 WOLCOTTSVILLE RD, AKRON, NY 14001"
SOLON GARDENS,nexgenfarm@gmail.com,MOUNTAIN VIEW HANDCRAFTED GIFTS AND THINGS LLC,845-705-7953,"120 MOUNTAIN VIEW ROAD, FISHKILL, NY 12524"
SOLON GARDENS,theresa@pureandsimpleyoga.com,HILLTOP NURSERY & GARDEN CENTER,914-468-6633,"2028 ALBANY POST RD, CROTON ON HUDSON, NY 10520"
SOLON GARDENS,rentals@cortlandrep.org,ALTAMONT ORCHARDS INC,518-861-6515,"6654 DUNNSVILLE ROAD, ALTAMONT, NY 12009"
SOLON GARDENS,info@cortlandcountryclub.com,W3WORKS,585-223-5174,"10 OTTERDEN LN, FAIRPORT, NY 14450"
SOLON GARDENS,cortlanddairy@gmail.com,ROCKEFELLER RANCH LLC,845-389-8547,"440 COUNTY RT 6, GERMANTOWN, NY 12526"
SOLON GARDENS,info@limehollow.org,WEGMANS #156,585-208-6447,"770 BROADWAY, NEW YORK, NY 10003"
SOLON GARDENS,partybookings@cortlandbeer.com,AMOS ZITTEL &SONS INC,716-992-4574,"3208 BLEY ROAD, EDEN, NY 14057"
SOLON GARDENS,cathibernardo@waldenoakscc.com,RUSSELLS TREE & SHRUB FARM LLC,716-689-6764,"7315-7285 SALT ROAD, CLARENCE, NY 14032"
SOLON GARDENS,camping@forestlakecampground.com,COUNTRYSIDE POWER & LANDSCAPE,518-796-1245,"1107 STATE ROUTE 22, CAMBRIDGE, NY 12816"
SOLON GARDENS,info@greekpeakmtnresort.com,BMM FARMS LLC,516-369-0113,"1368 NORTHVILLE TURNPIKE, RIVERHEAD, NY 11901"
SOLON GARDENS,info@the1890house.org,WILD APPLE MULCH INC,518-257-2543,"4656 SACANDAGA ROAD, GALWAY, NY 12074"
SOLON GARDENS,cvfarm@icloud.com,SKY-HIGH TURF FARM,315-687-6510,"8072 LAKEPORT ROAD, CHITTENANGO, NY 13037"
SOLON GARDENS,info@pitagourmet.com,AUDRA MACCOLLUM,315-468-6020,"602 CHERRY RD, SYRACUSE, NY 13219"
SOLON GARDENS,farmgirlberry@stny.rr.com,FARMIRS FLOWERS,315-391-8643,"829 KEENEY RD, FABIUS, NY 13063"
SOLON GARDENS,james@levelgreen.com,BROOKLYN BOTANIC GARDEN,718-623-7200,"1000 WASHINGTON AVENUE, BROOKLYN, NY 11225"
BONNIE PLANTS INC,info@alafarm.com,RIVER SIDE FARMS,716-560-5594,"3314 RIVERSIDE DRIVE, SCIO, NY 14880"
KEIL NORMAN NURSERY,,CUMMINS NURSERY/INDIAN CREEK FARM,607-227-6147,"1408 TRUMANSBURG RD, ITHACA, NY 14850"
DAVID S ESH,,PARSONS VEGETABLES,518-284-2330,"756 US ROUTE 20, SHARON SPRINGS, NY 13459"
NORTHLAND GARDENS INC,,"SMOKING LIZARD, LLC",718-885-1269,"2453 7TH AVENUE, NEW YORK, NY 10030"
CHUCK HAFNER FARM,,KENNETH J LINDSTROM,716-648-2371,"7314 BOSTON STATE ROAD, HAMBURG, NY 14075"
SUNSET VIEW PRODUCE FARM,,STARKIE BROS GARDEN CENTER,631-293-7148," DEPOT LN, CUTCHOGUE, NY 11935"
THE GREENERY,,ALLEN Z ZIMMERMAN,315-536-9034,"1771 HOYT RD, PENN YAN, NY 14527"
HARPUR HILL FRUIT FARM LLC,info@andersonnursery.com,C&J FARMS & GREENHOUSE LLC,315-623-9516,"280 LOWER ROAD, CONSTANTIA, NY 13044"
MARTIN DANIEL & RUTH,,JOSEPH HEBERLE FARMS,,"1951 REDMAN RD, HAMLIN, NY 14464"
ASCAPE LANDSCAPE & CONST. CORP,DoinqBusiness@citvhall.nvc.gov,SHAQDIS BOOKS & MARKETPLACE INC,315-549-5489,"1394 HENNESSEY RD, ONTARIO, NY 14519"
ASCAPE LANDSCAPE & CONST. CORP,DoingBusiness@cityhall.nyc.gov,CLEATUS FARMS INC,201-769-3099,"35 BART BULL ROAD, WALLKILL, NY 12924"
CLEATUS FARMS INC,cfhydroponics@gmail.com,VALLEY VIEW GREENHOUSE,607-243-3796,"1714 PORTERS CORNERS RD, DUNDEE, NY 14837"
MCR FARMS,,TICKLE THE EARTH,315-583-5660,"13501 COUNTY ROUTE 155, ADAMS CENTER, NY 13606"
ADRIENNE J. PLOSS DBA HICKORY HURST FARM,,NATURAL BRIDGE FARM,518-843-1319,"778 STATE HIGHWAY 67 EAST, AMSTERDAM, NY 12010"
COUNTY LINE TREE FARM,GoGreen@LawnandGardenMarketing.org,CLARKS LAVENDER FARM,802-498-7512,"860 STATE ROAD 20, NEW LEBANON, NY 12125"
COUNTY LINE TREE FARM,cltreefarm@gmail.com,WERNER FARMS,585-414-7904,"8427 WEST HENRIETTA ROAD, RUSH, NY 14543"
CHOINIERE FARMS & EQUIPMENT,,LOCUST GROVE PRODUCE,315-536-6698,"772 PRE-EMPTION ROAD, PENN YAN, NY 14527"
POWERS COUNTRY GARDENS,,BOUTONS GREENHOUSES,607-547-5210,"6444 STATE HIGHWAY 28, FLY CREEK, NY 13337"
DRAKES GREENHOUSE,,HAPPY RETURNS,315-493-4535,"3345 FULLER ROAD, CARTHAGE, NY 13619"
RURAL & MIGRANT MINISTRY INC,Chinesevera.chinese@newsday.com,NORTHERN DUTCHESS BOTANICAL GARDENS,845-876-2953,"389 SALISBURY TURNPIKE, RHINEBECK, NY 12572"
HERITAGE FARM & GARDEN INC,,MAPLE RIDGE ENTERPRISES,716-681-4931,"3717 BOWEN ROAD, LANCASTER, NY 14086"
GRACE'S GREEN THUMB,,FROSCHAUERS GREENHOUSES,315-338-0639,"6696 S JAMES ST, ROME, NY 13440"
SCHLABACH'S NURSERY,,CONSTANTINE CONST AND FARM INC,518-458-8294,"564 ALBANY SHAKER RD, ALBANY, NY 12211"
HAFF ACRES FARM LLC,,SLATER FARM,315-374-7450,"2701 WISE ROAD, CATO, NY 13033"
ROCKIN HOPS LLC,,NFK ENTERPRISES,716-830-1490,"6155 SALT ROAD, CLARENCE, NY 14031"
DUTCHESS COUNTY CCE,info@mainstreetmag.com,HILLTOP GREENHOUSE,AMISH,"9087 COUNTY ROUTE 15, FILLMORE, NY 14735"
DUTCHESS COUNTY CCE,fk232@cornell.edu,PALMITERS GARDEN NRSY,585-226-3073,"2675 AVON GENESEO ROAD, AVON, NY 14414"
SHADOW BROOKE VIEW GREENHOUSE,,NG GROWERS INC DBA NANTICOKE GARDENS,607-341-5699,"2095 STATE ROUTE 26, ENDICOTT, NY 13760"
YODERS GREENHOUSE,info@amishgateway.com,CAROL WATSON GREENHOUSE & LANDSCAPING INC,315-677-0286,"2980 SENTINEL HEIGHTS RD, LA FAYETTE, NY 13084"
W&K SPLIT RAIL NURSERY & TREE FARM,,BOCES ERIE-CATTARAUGUS LOGUID ED CTR,716-549-4454,"9520 FRED STOCK., FREDONIA, NY 14063"
ACOCELLA LANDSCAPINGLTD,,BUTTENSCHON TREE FARM,315-865-4849," ROUTE 365, HOLLAND PATENT, NY 13354"
HIDDEN SPRINGS TREE FARM LLC,info@CTFANY.org,HOOVER MAHLON & MARTHA,607-243-7259,"3817 LAKEMONT HIMROD ROAD, HIMROD, NY 14842"
